t0_feature_0,t0_feature_1,t0_feature_2,t0_feature_3,t0_feature_4,t0_feature_5,t0_feature_6,t0_feature_7,t0_feature_8,t0_feature_9,t0_feature_10,t0_feature_11,t0_feature_12,t0_feature_13,t0_feature_14,t0_feature_15,t0_feature_16,t0_feature_17,t0_feature_18,t0_feature_19,t0_feature_20,t0_feature_21,t0_feature_22,t0_feature_23,t0_feature_24,t0_feature_25,t0_feature_26,t1_feature_0,t1_feature_1,t1_feature_2,t1_feature_3,t1_feature_4,t1_feature_5,t1_feature_6,t1_feature_7,t1_feature_8,t1_feature_9,t1_feature_10,t1_feature_11,t1_feature_12,t1_feature_13,t1_feature_14,t1_feature_15,t1_feature_16,t1_feature_17,t1_feature_18,t1_feature_19,t1_feature_20,t1_feature_21,t1_feature_22,t1_feature_23,t1_feature_24,t1_feature_25,t1_feature_26,t2_feature_0,t2_feature_1,t2_feature_2,t2_feature_3,t2_feature_4,t2_feature_5,t2_feature_6,t2_feature_7,t2_feature_8,t2_feature_9,t2_feature_10,t2_feature_11,t2_feature_12,t2_feature_13,t2_feature_14,t2_feature_15,t2_feature_16,t2_feature_17,t2_feature_18,t2_feature_19,t2_feature_20,t2_feature_21,t2_feature_22,t2_feature_23,t2_feature_24,t2_feature_25,t2_feature_26,t3_feature_0,t3_feature_1,t3_feature_2,t3_feature_3,t3_feature_4,t3_feature_5,t3_feature_6,t3_feature_7,t3_feature_8,t3_feature_9,t3_feature_10,t3_feature_11,t3_feature_12,t3_feature_13,t3_feature_14,t3_feature_15,t3_feature_16,t3_feature_17,t3_feature_18,t3_feature_19,t3_feature_20,t3_feature_21,t3_feature_22,t3_feature_23,t3_feature_24,t3_feature_25,t3_feature_26,t4_feature_0,t4_feature_1,t4_feature_2,t4_feature_3,t4_feature_4,t4_feature_5,t4_feature_6,t4_feature_7,t4_feature_8,t4_feature_9,t4_feature_10,t4_feature_11,t4_feature_12,t4_feature_13,t4_feature_14,t4_feature_15,t4_feature_16,t4_feature_17,t4_feature_18,t4_feature_19,t4_feature_20,t4_feature_21,t4_feature_22,t4_feature_23,t4_feature_24,t4_feature_25,t4_feature_26,t5_feature_0,t5_feature_1,t5_feature_2,t5_feature_3,t5_feature_4,t5_feature_5,t5_feature_6,t5_feature_7,t5_feature_8,t5_feature_9,t5_feature_10,t5_feature_11,t5_feature_12,t5_feature_13,t5_feature_14,t5_feature_15,t5_feature_16,t5_feature_17,t5_feature_18,t5_feature_19,t5_feature_20,t5_feature_21,t5_feature_22,t5_feature_23,t5_feature_24,t5_feature_25,t5_feature_26,t6_feature_0,t6_feature_1,t6_feature_2,t6_feature_3,t6_feature_4,t6_feature_5,t6_feature_6,t6_feature_7,t6_feature_8,t6_feature_9,t6_feature_10,t6_feature_11,t6_feature_12,t6_feature_13,t6_feature_14,t6_feature_15,t6_feature_16,t6_feature_17,t6_feature_18,t6_feature_19,t6_feature_20,t6_feature_21,t6_feature_22,t6_feature_23,t6_feature_24,t6_feature_25,t6_feature_26,t7_feature_0,t7_feature_1,t7_feature_2,t7_feature_3,t7_feature_4,t7_feature_5,t7_feature_6,t7_feature_7,t7_feature_8,t7_feature_9,t7_feature_10,t7_feature_11,t7_feature_12,t7_feature_13,t7_feature_14,t7_feature_15,t7_feature_16,t7_feature_17,t7_feature_18,t7_feature_19,t7_feature_20,t7_feature_21,t7_feature_22,t7_feature_23,t7_feature_24,t7_feature_25,t7_feature_26,target_GDP,sample_id,time_length,n_features
4.826667,0.5433588,7.891026,-28.171223,31.362514,4.4260087,1.2182409,6807.1924,8.36543,-16.714079,21.45348,-0.22242387,-2.564175,21.454056,2.3066666,0.5166417,1.1333333,0.9,4.7,0.11666667,992156.8,0.37505224,1.3031528,1.8,2.0,2014.0,3.0,-3.7166667,0.78332514,-7.2035785,-20.80103,2.1792822,-3.6707528,-4.713454,90.965675,-18.177067,-34.317028,6.180663,-3.0223093,-4.073835,6.1828203,-5.9466667,-1.6157349,1.1666666,0.53333336,4.633333,0.05,3204517.0,1.2546934,4.538185,2.3,2.0,2014.0,4.0,-12.9366665,0.03229919,-4.8274536,-72.35286,2.3009558,-12.650685,-14.788207,-86.12331,2.2460783,61.45846,-12.699213,-8.2785015,-7.7534733,-12.699712,-15.67,-5.8384843,2.6666667,0.033333335,4.5,0.05,3795792.2,1.4350461,4.234095,0.8,2.0,2015.0,1.0,-12.353333,1.761866,-7.4424443,-16.053236,8.944029,-12.329172,-14.990012,79.77139,5.80382,-8.228103,-0.2638245,-10.926941,-12.267506,-0.2636889,-15.463333,-6.8332148,2.6,1.0333333,4.4,0.05,0.0,0.0,0.0,1.6,2.0,2015.0,2.0,-11.526667,1.6407657,-5.204024,49.716896,4.4774523,-10.8926525,-13.267653,-13.264505,12.69701,20.639288,5.357441,-6.230368,-7.790803,5.357411,-11.696667,-3.9574444,4.4,0.7,4.3,0.05,923350.7,0.35535643,1.4386554,1.5,2.0,2015.0,3.0,-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,2.0,72,8,27
-3.7166667,0.78332514,-7.2035785,-20.80103,2.1792822,-3.6707528,-4.713454,90.965675,-18.177067,-34.317028,6.180663,-3.0223093,-4.073835,6.1828203,-5.9466667,-1.6157349,1.1666666,0.53333336,4.633333,0.05,3204517.0,1.2546934,4.538185,2.3,2.0,2014.0,4.0,-12.9366665,0.03229919,-4.8274536,-72.35286,2.3009558,-12.650685,-14.788207,-86.12331,2.2460783,61.45846,-12.699213,-8.2785015,-7.7534733,-12.699712,-15.67,-5.8384843,2.6666667,0.033333335,4.5,0.05,3795792.2,1.4350461,4.234095,0.8,2.0,2015.0,1.0,-12.353333,1.761866,-7.4424443,-16.053236,8.944029,-12.329172,-14.990012,79.77139,5.80382,-8.228103,-0.2638245,-10.926941,-12.267506,-0.2636889,-15.463333,-6.8332148,2.6,1.0333333,4.4,0.05,0.0,0.0,0.0,1.6,2.0,2015.0,2.0,-11.526667,1.6407657,-5.204024,49.716896,4.4774523,-10.8926525,-13.267653,-13.264505,12.69701,20.639288,5.357441,-6.230368,-7.790803,5.357411,-11.696667,-3.9574444,4.4,0.7,4.3,0.05,923350.7,0.35535643,1.4386554,1.5,2.0,2015.0,3.0,-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,1.9,73,8,27
-12.9366665,0.03229919,-4.8274536,-72.35286,2.3009558,-12.650685,-14.788207,-86.12331,2.2460783,61.45846,-12.699213,-8.2785015,-7.7534733,-12.699712,-15.67,-5.8384843,2.6666667,0.033333335,4.5,0.05,3795792.2,1.4350461,4.234095,0.8,2.0,2015.0,1.0,-12.353333,1.761866,-7.4424443,-16.053236,8.944029,-12.329172,-14.990012,79.77139,5.80382,-8.228103,-0.2638245,-10.926941,-12.267506,-0.2636889,-15.463333,-6.8332148,2.6,1.0333333,4.4,0.05,0.0,0.0,0.0,1.6,2.0,2015.0,2.0,-11.526667,1.6407657,-5.204024,49.716896,4.4774523,-10.8926525,-13.267653,-13.264505,12.69701,20.639288,5.357441,-6.230368,-7.790803,5.357411,-11.696667,-3.9574444,4.4,0.7,4.3,0.05,923350.7,0.35535643,1.4386554,1.5,2.0,2015.0,3.0,-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,2.3,74,8,27
-12.353333,1.761866,-7.4424443,-16.053236,8.944029,-12.329172,-14.990012,79.77139,5.80382,-8.228103,-0.2638245,-10.926941,-12.267506,-0.2636889,-15.463333,-6.8332148,2.6,1.0333333,4.4,0.05,0.0,0.0,0.0,1.6,2.0,2015.0,2.0,-11.526667,1.6407657,-5.204024,49.716896,4.4774523,-10.8926525,-13.267653,-13.264505,12.69701,20.639288,5.357441,-6.230368,-7.790803,5.357411,-11.696667,-3.9574444,4.4,0.7,4.3,0.05,923350.7,0.35535643,1.4386554,1.5,2.0,2015.0,3.0,-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,2.7,75,8,27
-11.526667,1.6407657,-5.204024,49.716896,4.4774523,-10.8926525,-13.267653,-13.264505,12.69701,20.639288,5.357441,-6.230368,-7.790803,5.357411,-11.696667,-3.9574444,4.4,0.7,4.3,0.05,923350.7,0.35535643,1.4386554,1.5,2.0,2015.0,3.0,-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,3.2,76,8,27
-8.3,-0.09076546,-1.0375271,0.74338794,-1.683566,-7.8283734,-9.002841,-958.8413,-0.38046205,28.874596,10.168429,-7.630303,-9.880833,10.167965,-8.536667,-2.873249,5.1666665,0.46666667,4.233333,0.05,2952116.2,1.1170461,5.010542,1.1,2.0,2015.0,4.0,-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,11.966666,4.2461834,25.10382,-11.804802,8.104298,11.149402,11.665583,2366.7598,23.888517,13.471126,28.326141,8.30024,5.0166245,28.326,13.016666,2.3741813,5.1666665,1.6,3.5,0.0,1205239.0,0.45562994,2.5857925,3.2,2.0,2017.0,3.0,3.8,77,8,27
-1.75,1.6263162,-13.216666,38.76361,10.548515,-1.1068604,-3.10782,-268.60483,11.148206,27.250063,36.18989,3.0585206,-0.6649873,36.190353,-1.6333333,1.9160128,3.3,0.26666668,4.133333,0.033333335,3306374.5,1.2545124,4.009963,2.5,2.0,2016.0,1.0,4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,11.966666,4.2461834,25.10382,-11.804802,8.104298,11.149402,11.665583,2366.7598,23.888517,13.471126,28.326141,8.30024,5.0166245,28.326,13.016666,2.3741813,5.1666665,1.6,3.5,0.0,1205239.0,0.45562994,2.5857925,3.2,2.0,2017.0,3.0,15.856667,4.902247,33.83977,-8.802599,14.143626,14.645183,14.739803,-284.68478,-5.6396,68.146774,33.796116,17.309134,14.408605,33.795643,16.513334,2.9638622,2.8333333,1.4666667,3.433333,0.0,3371575.0,1.2743822,3.7713351,3.8,2.0,2017.0,4.0,1.9,78,8,27
4.3566666,0.0005853454,-10.361675,10.493434,21.81293,5.0061593,2.3118446,6.9586887,45.049522,59.187775,19.710865,4.5432296,2.375302,19.712114,2.3733332,3.4640312,3.4,0.13333334,4.0,0.0,375517.12,0.14356485,0.75069016,2.2,2.0,2016.0,2.0,0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,11.966666,4.2461834,25.10382,-11.804802,8.104298,11.149402,11.665583,2366.7598,23.888517,13.471126,28.326141,8.30024,5.0166245,28.326,13.016666,2.3741813,5.1666665,1.6,3.5,0.0,1205239.0,0.45562994,2.5857925,3.2,2.0,2017.0,3.0,15.856667,4.902247,33.83977,-8.802599,14.143626,14.645183,14.739803,-284.68478,-5.6396,68.146774,33.796116,17.309134,14.408605,33.795643,16.513334,2.9638622,2.8333333,1.4666667,3.433333,0.0,3371575.0,1.2743822,3.7713351,3.8,2.0,2017.0,4.0,18.923334,3.8140943,27.454712,36.341007,29.808933,21.045942,19.464848,1621.7378,131.92863,81.93323,25.92506,14.795887,12.612637,25.925251,19.303333,4.120273,3.2,1.3666667,3.3,0.0,3866165.2,1.4613284,4.515282,1.9,2.0,2018.0,1.0,1.8,79,8,27
0.19,0.53406215,0.07861453,-10.330651,-6.5513163,1.1839932,2.6239636,-97.44082,4.231395,26.594154,10.671387,4.7598743,3.8503225,10.671286,-0.48,1.6127657,1.5666667,0.46666667,3.866667,0.0,982919.44,0.3843338,1.4555916,2.0,2.0,2016.0,3.0,0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,11.966666,4.2461834,25.10382,-11.804802,8.104298,11.149402,11.665583,2366.7598,23.888517,13.471126,28.326141,8.30024,5.0166245,28.326,13.016666,2.3741813,5.1666665,1.6,3.5,0.0,1205239.0,0.45562994,2.5857925,3.2,2.0,2017.0,3.0,15.856667,4.902247,33.83977,-8.802599,14.143626,14.645183,14.739803,-284.68478,-5.6396,68.146774,33.796116,17.309134,14.408605,33.795643,16.513334,2.9638622,2.8333333,1.4666667,3.433333,0.0,3371575.0,1.2743822,3.7713351,3.8,2.0,2017.0,4.0,18.923334,3.8140943,27.454712,36.341007,29.808933,21.045942,19.464848,1621.7378,131.92863,81.93323,25.92506,14.795887,12.612637,25.925251,19.303333,4.120273,3.2,1.3666667,3.3,0.0,3866165.2,1.4613284,4.515282,1.9,2.0,2018.0,1.0,14.246667,2.553211,12.143934,-5.0115414,47.174442,14.618782,10.522509,-91.397285,89.70811,89.8063,19.481966,5.1703773,2.3290837,19.48189,15.4366665,3.0453613,3.4333334,1.8,3.233333,0.0,406237.1,0.09869622,0.68609613,1.8,2.0,2018.0,2.0,0.2,80,8,27
0.63,1.1309439,-2.7968516,18.850882,-6.987942,0.5681779,2.128556,187.4787,39.866432,-17.101591,13.528125,1.5923548,-0.25267947,13.528367,1.68,1.2893765,3.4333334,0.93333334,3.733333,0.0,3030520.2,1.145563,3.890073,1.9,2.0,2016.0,4.0,5.0733333,0.5445696,14.004546,127.784424,-2.881856,4.057768,5.416867,134.4865,-12.2634735,-21.572704,23.068605,0.18913192,-3.3361354,23.068354,6.0466666,-0.5545897,4.4666667,1.6,3.7,0.0,3969459.5,1.500569,4.418187,2.3,2.0,2017.0,1.0,1.42,2.9245198,22.318293,-5.435878,-29.454014,1.1601046,7.002747,-120.426,-33.76707,-12.084681,21.690115,5.1932344,2.4364386,21.68893,5.38,-0.10825481,4.866667,1.4333333,3.6,0.0,584449.75,0.2209223,1.0253148,2.7,2.0,2017.0,2.0,11.966666,4.2461834,25.10382,-11.804802,8.104298,11.149402,11.665583,2366.7598,23.888517,13.471126,28.326141,8.30024,5.0166245,28.326,13.016666,2.3741813,5.1666665,1.6,3.5,0.0,1205239.0,0.45562994,2.5857925,3.2,2.0,2017.0,3.0,15.856667,4.902247,33.83977,-8.802599,14.143626,14.645183,14.739803,-284.68478,-5.6396,68.146774,33.796116,17.309134,14.408605,33.795643,16.513334,2.9638622,2.8333333,1.4666667,3.433333,0.0,3371575.0,1.2743822,3.7713351,3.8,2.0,2017.0,4.0,18.923334,3.8140943,27.454712,36.341007,29.808933,21.045942,19.464848,1621.7378,131.92863,81.93323,25.92506,14.795887,12.612637,25.925251,19.303333,4.120273,3.2,1.3666667,3.3,0.0,3866165.2,1.4613284,4.515282,1.9,2.0,2018.0,1.0,14.246667,2.553211,12.143934,-5.0115414,47.174442,14.618782,10.522509,-91.397285,89.70811,89.8063,19.481966,5.1703773,2.3290837,19.48189,15.4366665,3.0453613,3.4333334,1.8,3.233333,0.0,406237.1,0.09869622,0.68609613,1.8,2.0,2018.0,2.0,2.0466666,-0.026900435,2.6890059,-20.990925,-11.745407,3.2830591,5.7493176,-426.77454,26.391672,70.21565,18.66901,1.5151157,-1.9218986,18.668959,7.1233335,1.6311468,1.9333333,1.9666667,3.2,0.0,1177296.9,0.4460524,1.5273398,0.2,2.0,2018.0,3.0,0.1,81,8,27
